packet_id,symbol,feed_type,source_clock,canonical_utc,drift_ms
pkt_1h_37,BTC-USD,L1,1765539869.7400663,2025-12-12T11:44:29.753501Z,13.434431227996681
pkt_1h_38,BTC-USD,L1,1765539870.7400663,2025-12-12T11:44:30.760895Z,20.828839906575524
pkt_1h_39,BTC-USD,L1,1765539871.7400663,2025-12-12T11:44:31.757698Z,17.63120967825274
pkt_1h_40,BTC-USD,L1,1765539872.7400663,2025-12-12T11:44:32.753222Z,13.155783950246496
pkt_1h_41,BTC-USD,L1,1765539873.7400663,2025-12-12T11:44:33.752267Z,12.200740768564973
pkt_1h_42,BTC-USD,L1,1765539874.7400663,2025-12-12T11:44:34.753890Z,13.824032834669886
pkt_1h_43,BTC-USD,L1,1765539875.7400663,2025-12-12T11:44:35.745372Z,5.3057801886516085
pkt_1h_44,BTC-USD,L1,1765539876.7400663,2025-12-12T11:44:36.750753Z,10.686548413451392
pkt_1h_45,BTC-USD,L1,1765539877.7400663,2025-12-12T11:44:37.756858Z,16.791838538326886
pkt_1h_46,BTC-USD,L1,1765539878.7400663,2025-12-12T11:44:38.748549Z,8.482806709154104
pkt_1h_47,BTC-USD,L1,1765539879.7400663,2025-12-12T11:44:39.757667Z,17.600733956142406
pkt_1h_48,BTC-USD,L1,1765539880.7400663,2025-12-12T11:44:40.757091Z,17.024665909235576
pkt_1h_49,BTC-USD,L1,1765539881.7400663,2025-12-12T11:44:41.754575Z,14.508712724649978
pkt_1h_50,BTC-USD,L1,1765539882.7400663,2025-12-12T11:44:42.763056Z,22.989680453792836
pkt_1h_51,BTC-USD,L1,1765539883.7400663,2025-12-12T11:44:43.753507Z,13.440996683748185
pkt_1h_52,BTC-USD,L1,1765539884.7400663,2025-12-12T11:44:44.759725Z,19.658535674406835
pkt_1h_53,BTC-USD,L1,1765539885.7400663,2025-12-12T11:44:45.751421Z,11.354927036290956
pkt_1h_54,BTC-USD,L1,1765539886.7400663,2025-12-12T11:44:46.758697Z,18.631005877502325
pkt_1h_55,BTC-USD,L1,1765539887.7400663,2025-12-12T11:44:47.750882Z,10.81563812395868
pkt_1h_56,BTC-USD,L1,1765539888.7400663,2025-12-12T11:44:48.748108Z,8.04186485137367
pkt_1h_57,BTC-USD,L1,1765539889.7400663,2025-12-12T11:44:49.750497Z,10.430423119806946
pkt_1h_58,BTC-USD,L1,1765539890.7400663,2025-12-12T11:44:50.752730Z,12.66326401514633
pkt_1h_59,BTC-USD,L1,1765539891.7400663,2025-12-12T11:44:51.746632Z,6.565901380691923
pkt_1h_60,BTC-USD,L1,1765539892.7400663,2025-12-12T11:44:52.747724Z,7.657453976627178
pkt_1h_61,BTC-USD,L1,1765539893.7400663,2025-12-12T11:44:53.759199Z,19.132735281600056
pkt_1h_62,BTC-USD,L1,1765539894.7400663,2025-12-12T11:44:54.759805Z,19.738672999208255
pkt_1h_63,BTC-USD,L1,1765539895.7400663,2025-12-12T11:44:55.754852Z,14.78539419672392
pkt_1h_64,BTC-USD,L1,1765539896.7400663,2025-12-12T11:44:56.757419Z,17.352811253896835
pkt_1h_65,BTC-USD,L1,1765539897.7400663,2025-12-12T11:44:57.755116Z,15.049500673768152
pkt_1h_66,BTC-USD,L1,1765539898.7400663,2025-12-12T11:44:58.750504Z,10.437330777817696
pkt_1h_67,BTC-USD,L1,1765539899.7400663,2025-12-12T11:44:59.745057Z,4.990379373889251
pkt_1h_68,BTC-USD,L1,1765539900.7400663,2025-12-12T11:45:00.759404Z,19.337506409301287
pkt_1h_69,BTC-USD,L1,1765539901.7400663,2025-12-12T11:45:01.754024Z,13.95782757251205
pkt_1h_70,BTC-USD,L1,1765539902.7400663,2025-12-12T11:45:02.756381Z,16.314158562805513
pkt_1h_71,BTC-USD,L1,1765539903.7400663,2025-12-12T11:45:03.748471Z,8.404333810564971
pkt_1h_72,BTC-USD,L1,1765539904.7400663,2025-12-12T11:45:04.746567Z,6.501245357731888
pkt_1h_73,BTC-USD,L1,1765539905.7400663,2025-12-12T11:45:05.752738Z,12.672042417456
pkt_1h_74,BTC-USD,L1,1765539906.7400663,2025-12-12T11:45:06.754756Z,14.689537799377996
pkt_1h_75,BTC-USD,L1,1765539907.7400663,2025-12-12T11:45:07.752303Z,12.236818663834661
pkt_1h_76,BTC-USD,L1,1765539908.7400663,2025-12-12T11:45:08.753768Z,13.701859072236124
pkt_1h_77,BTC-USD,L1,1765539909.7400663,2025-12-12T11:45:09.755791Z,15.72520012705494
pkt_1h_78,BTC-USD,L1,1765539910.7400663,2025-12-12T11:45:10.748418Z,8.351718962296216
pkt_1h_79,BTC-USD,L1,1765539911.7400663,2025-12-12T11:45:11.750420Z,10.353212550930355
pkt_1h_80,BTC-USD,L1,1765539912.7400663,2025-12-12T11:45:12.750808Z,10.74200399051881
pkt_1h_81,BTC-USD,L1,1765539913.7400663,2025-12-12T11:45:13.750862Z,10.795396696069407
pkt_1h_82,BTC-USD,L1,1765539914.7400663,2025-12-12T11:45:14.762429Z,22.362808845737888
pkt_1h_83,BTC-USD,L1,1765539915.7400663,2025-12-12T11:45:15.749164Z,9.097461829350955
pkt_1h_84,BTC-USD,L1,1765539916.7400663,2025-12-12T11:45:16.749575Z,9.508375243295076
pkt_1h_85,BTC-USD,L1,1765539917.7400663,2025-12-12T11:45:17.754249Z,14.182723146711554
pkt_1h_86,BTC-USD,L1,1765539918.7400663,2025-12-12T11:45:18.752071Z,12.005143472609383
pkt_1h_87,BTC-USD,L1,1765539919.7400663,2025-12-12T11:45:19.754343Z,14.27636479774095
pkt_1h_88,BTC-USD,L1,1765539920.7400663,2025-12-12T11:45:20.748583Z,8.51690956423718
pkt_1h_89,BTC-USD,L1,1765539921.7400663,2025-12-12T11:45:21.746322Z,6.255626030189075
pkt_1h_90,BTC-USD,L1,1765539922.7400663,2025-12-12T11:45:22.744332Z,4.265563608077751
pkt_1h_91,BTC-USD,L1,1765539923.7400663,2025-12-12T11:45:23.754254Z,14.187816579405562
pkt_1h_92,BTC-USD,L1,1765539924.7400663,2025-12-12T11:45:24.749568Z,9.501998325226918
pkt_1h_93,BTC-USD,L1,1765539925.7400663,2025-12-12T11:45:25.753561Z,13.494973111764292
pkt_1h_94,BTC-USD,L1,1765539926.7400663,2025-12-12T11:45:26.753034Z,12.96749445844106
pkt_1h_95,BTC-USD,L1,1765539927.7400663,2025-12-12T11:45:27.752611Z,12.544642484113783
pkt_1h_96,BTC-USD,L1,1765539928.7400663,2025-12-12T11:45:28.741799Z,1.7327629323477787
pkt_1h_97,BTC-USD,L1,1765539929.7400663,2025-12-12T11:45:29.752091Z,12.024954881929089
pkt_1h_98,BTC-USD,L1,1765539930.7400663,2025-12-12T11:45:30.752154Z,12.08786485971576
pkt_1h_99,BTC-USD,L1,1765539931.7400663,2025-12-12T11:45:31.754469Z,14.402618470471598
pkt_1h_100,BTC-USD,L1,1765539932.7400663,2025-12-12T11:45:32.752234Z,12.167967950864504
pkt_1h_101,BTC-USD,L1,1765539933.7400663,2025-12-12T11:45:33.751866Z,11.799339771373978
pkt_1h_102,BTC-USD,L1,1765539934.7400663,2025-12-12T11:45:34.753223Z,13.156500098843024
pkt_1h_103,BTC-USD,L1,1765539935.7400663,2025-12-12T11:45:35.750934Z,10.867540919438085
pkt_1h_104,BTC-USD,L1,1765539936.7400663,2025-12-12T11:45:36.757011Z,16.94440641039784
pkt_1h_105,BTC-USD,L1,1765539937.7400663,2025-12-12T11:45:37.751724Z,11.657393715011379
pkt_1h_106,BTC-USD,L1,1765539938.7400663,2025-12-12T11:45:38.746553Z,6.486704665038075
pkt_1h_107,BTC-USD,L1,1765539939.7400663,2025-12-12T11:45:39.763140Z,23.074175913366926
pkt_1h_108,BTC-USD,L1,1765539940.7400663,2025-12-12T11:45:40.754221Z,14.15513760645076
pkt_1h_109,BTC-USD,L1,1765539941.7400663,2025-12-12T11:45:41.756455Z,16.388905833270957
pkt_1h_110,BTC-USD,L1,1765539942.7400663,2025-12-12T11:45:42.744183Z,4.117092397703175
pkt_1h_111,BTC-USD,L1,1765539943.7400663,2025-12-12T11:45:43.757015Z,16.949257253288057
pkt_1h_112,BTC-USD,L1,1765539944.7400663,2025-12-12T11:45:44.762242Z,22.175846441045664
pkt_1h_113,BTC-USD,L1,1765539945.7400663,2025-12-12T11:45:45.756456Z,16.39009764043752
pkt_1h_114,BTC-USD,L1,1765539946.7400663,2025-12-12T11:45:46.749762Z,9.695830828622098
pkt_1h_115,BTC-USD,L1,1765539947.7400663,2025-12-12T11:45:47.745194Z,5.127586076720936
pkt_1h_116,BTC-USD,L1,1765539948.7400663,2025-12-12T11:45:48.741362Z,1.296109152459353
pkt_1h_117,BTC-USD,L1,1765539949.7400663,2025-12-12T11:45:49.750115Z,10.04857328340935
pkt_1h_118,BTC-USD,L1,1765539950.7400663,2025-12-12T11:45:50.753681Z,13.615204685845946
pkt_1h_119,BTC-USD,L1,1765539951.7400663,2025-12-12T11:45:51.753985Z,13.918704444077775
pkt_1h_120,BTC-USD,L1,1765539952.7400663,2025-12-12T11:45:52.753101Z,13.034488972089376
pkt_1h_121,BTC-USD,L1,1765539953.7400663,2025-12-12T11:45:53.756124Z,16.05736750231729
pkt_1h_122,BTC-USD,L1,1765539954.7400663,2025-12-12T11:45:54.756104Z,16.03779602399517
pkt_1h_123,BTC-USD,L1,1765539955.7400663,2025-12-12T11:45:55.745263Z,5.196514646658056
pkt_1h_124,BTC-USD,L1,1765539956.7400663,2025-12-12T11:45:56.758210Z,18.143391711139667
pkt_1h_125,BTC-USD,L1,1765539957.7400663,2025-12-12T11:45:57.745581Z,5.514818915481391
pkt_1h_126,BTC-USD,L1,1765539958.7400663,2025-12-12T11:45:58.747156Z,7.0894344710926545
pkt_1h_127,BTC-USD,L1,1765539959.7400663,2025-12-12T11:45:59.760967Z,20.90045958369201
pkt_1h_128,BTC-USD,L1,1765539960.7400663,2025-12-12T11:46:00.745852Z,5.785989986998535
pkt_1h_129,BTC-USD,L1,1765539961.7400663,2025-12-12T11:46:01.755100Z,15.03337283979031
pkt_1h_130,BTC-USD,L1,1765539962.7400663,2025-12-12T11:46:02.752929Z,12.862842234431769
pkt_1h_131,BTC-USD,L1,1765539963.7400663,2025-12-12T11:46:03.746718Z,6.651706736436728
pkt_1h_132,BTC-USD,L1,1765539964.7400663,2025-12-12T11:46:04.746322Z,6.2555525395046185
pkt_1h_133,BTC-USD,L1,1765539965.7400663,2025-12-12T11:46:05.756341Z,16.275088520420763
pkt_1h_134,BTC-USD,L1,1765539966.7400663,2025-12-12T11:46:06.749722Z,9.655594951549872
pkt_1h_135,BTC-USD,L1,1765539967.7400663,2025-12-12T11:46:07.752653Z,12.586634519799615
pkt_1h_136,BTC-USD,L1,1765539968.7400663,2025-12-12T11:46:08.755822Z,15.755521185799434
pkt_1h_137,BTC-USD,L1,1765539969.7400663,2025-12-12T11:46:09.747776Z,7.7093604470854
pkt_1h_138,BTC-USD,L1,1765539970.7400663,2025-12-12T11:46:10.749007Z,8.940922962562142
pkt_1h_139,BTC-USD,L1,1765539971.7400663,2025-12-12T11:46:11.751942Z,11.875734774959863
pkt_1h_140,BTC-USD,L1,1765539972.7400663,2025-12-12T11:46:12.752710Z,12.643935409209654
pkt_1h_141,BTC-USD,L1,1765539973.7400663,2025-12-12T11:46:13.754798Z,14.731443067356608
pkt_1h_142,BTC-USD,L1,1765539974.7400663,2025-12-12T11:46:14.757375Z,17.308690677874992
pkt_1h_143,BTC-USD,L1,1765539975.7400663,2025-12-12T11:46:15.754289Z,14.222479623730267
pkt_1h_144,BTC-USD,L1,1765539976.7400663,2025-12-12T11:46:16.758495Z,18.428604171690278
pkt_1h_145,BTC-USD,L1,1765539977.7400663,2025-12-12T11:46:17.766660Z,26.593771295861703
pkt_1h_146,BTC-USD,L1,1765539978.7400663,2025-12-12T11:46:18.755853Z,15.786876844351426
pkt_1h_147,BTC-USD,L1,1765539979.7400663,2025-12-12T11:46:19.741066Z,1.0
pkt_1h_148,BTC-USD,L1,1765539980.7400663,2025-12-12T11:46:20.751135Z,11.068602779688245
pkt_1h_149,BTC-USD,L1,1765539981.7400663,2025-12-12T11:46:21.749640Z,9.573155256090617
pkt_1h_150,BTC-USD,L1,1765539982.7400663,2025-12-12T11:46:22.749951Z,9.884761923136692
pkt_1h_151,BTC-USD,L1,1765539983.7400663,2025-12-12T11:46:23.744169Z,4.102950765265273
pkt_1h_152,BTC-USD,L1,1765539984.7400663,2025-12-12T11:46:24.757233Z,17.166501131864308
pkt_1h_153,BTC-USD,L1,1765539985.7400663,2025-12-12T11:46:25.749660Z,9.593612886336977
pkt_1h_154,BTC-USD,L1,1765539986.7400663,2025-12-12T11:46:26.753657Z,13.590232969917224
pkt_1h_155,BTC-USD,L1,1765539987.7400663,2025-12-12T11:46:27.758330Z,18.26345836452419
pkt_1h_156,BTC-USD,L1,1765539988.7400663,2025-12-12T11:46:28.754872Z,14.805380120546575
pkt_1h_157,BTC-USD,L1,1765539989.7400663,2025-12-12T11:46:29.754716Z,14.649772970538546
pkt_1h_158,BTC-USD,L1,1765539990.7400663,2025-12-12T11:46:30.747066Z,6.999939580853559
pkt_1h_159,BTC-USD,L1,1765539991.7400663,2025-12-12T11:46:31.755690Z,15.624079239934016
pkt_1h_160,BTC-USD,L1,1765539992.7400663,2025-12-12T11:46:32.760725Z,20.659050384648253
pkt_1h_161,BTC-USD,L1,1765539993.7400663,2025-12-12T11:46:33.745952Z,5.885650649740059
pkt_1h_162,BTC-USD,L1,1765539994.7400663,2025-12-12T11:46:34.752249Z,12.18307166074295
pkt_1h_163,BTC-USD,L1,1765539995.7400663,2025-12-12T11:46:35.752498Z,12.431841501000376
pkt_1h_164,BTC-USD,L1,1765539996.7400663,2025-12-12T11:46:36.752849Z,12.78303005980929
pkt_1h_165,BTC-USD,L1,1765539997.7400663,2025-12-12T11:46:37.760245Z,20.178578945316517
pkt_1h_166,BTC-USD,L1,1765539998.7400663,2025-12-12T11:46:38.756763Z,16.696257541577467
pkt_1h_167,BTC-USD,L1,1765539999.7400663,2025-12-12T11:46:39.751629Z,11.562607094830291
pkt_1h_168,BTC-USD,L1,1765540000.7400663,2025-12-12T11:46:40.751756Z,11.689577381069983
pkt_1h_169,BTC-USD,L1,1765540001.7400663,2025-12-12T11:46:41.748212Z,8.145712339412043
pkt_1h_170,BTC-USD,L1,1765540002.7400663,2025-12-12T11:46:42.749025Z,8.958256417284328
pkt_1h_171,BTC-USD,L1,1765540003.7400663,2025-12-12T11:46:43.751719Z,11.653062234677833
pkt_1h_172,BTC-USD,L1,1765540004.7400663,2025-12-12T11:46:44.743321Z,3.2546146253697827
pkt_1h_173,BTC-USD,L1,1765540005.7400663,2025-12-12T11:46:45.741066Z,1.0
pkt_1h_174,BTC-USD,L1,1765540006.7400663,2025-12-12T11:46:46.755209Z,15.142429891431126
pkt_1h_175,BTC-USD,L1,1765540007.7400663,2025-12-12T11:46:47.753706Z,13.639980750740223
pkt_1h_176,BTC-USD,L1,1765540008.7400663,2025-12-12T11:46:48.744199Z,4.132169406409576
pkt_1h_177,BTC-USD,L1,1765540009.7400663,2025-12-12T11:46:49.750259Z,10.192643339059867
pkt_1h_178,BTC-USD,L1,1765540010.7400663,2025-12-12T11:46:50.747360Z,7.294163366987979
pkt_1h_179,BTC-USD,L1,1765540011.7400663,2025-12-12T11:46:51.761437Z,21.37110549715044
pkt_1h_180,BTC-USD,L1,1765540012.7400663,2025-12-12T11:46:52.751919Z,11.852906905012608
pkt_1h_181,BTC-USD,L1,1765540013.7400663,2025-12-12T11:46:53.747682Z,7.615375345636252
pkt_1h_182,BTC-USD,L1,1765540014.7400663,2025-12-12T11:46:54.755851Z,15.78505197487491
pkt_1h_183,BTC-USD,L1,1765540015.7400663,2025-12-12T11:46:55.753027Z,12.961129888002924
pkt_1h_184,BTC-USD,L1,1765540016.7400663,2025-12-12T11:46:56.754221Z,14.154780225148254
pkt_1h_185,BTC-USD,L1,1765540017.7400663,2025-12-12T11:46:57.749413Z,9.346530632458876
pkt_1h_186,BTC-USD,L1,1765540018.7400663,2025-12-12T11:46:58.755083Z,15.017060447453954
pkt_1h_187,BTC-USD,L1,1765540019.7400663,2025-12-12T11:46:59.749211Z,9.144189055727326
pkt_1h_188,BTC-USD,L1,1765540020.7400663,2025-12-12T11:47:00.758963Z,18.896389486519755
pkt_1h_189,BTC-USD,L1,1765540021.7400663,2025-12-12T11:47:01.744435Z,4.3690558252714915
pkt_1h_190,BTC-USD,L1,1765540022.7400663,2025-12-12T11:47:02.756132Z,16.065326781257227
pkt_1h_191,BTC-USD,L1,1765540023.7400663,2025-12-12T11:47:03.753514Z,13.44719920074701
pkt_1h_192,BTC-USD,L1,1765540024.7400663,2025-12-12T11:47:04.747098Z,7.032253082365879
pkt_1h_193,BTC-USD,L1,1765540025.7400663,2025-12-12T11:47:05.756192Z,16.12589225938285
pkt_1h_194,BTC-USD,L1,1765540026.7400663,2025-12-12T11:47:06.753783Z,13.717284000053441
pkt_1h_195,BTC-USD,L1,1765540027.7400663,2025-12-12T11:47:07.749464Z,9.397240411872936
pkt_1h_196,BTC-USD,L1,1765540028.7400663,2025-12-12T11:47:08.749765Z,9.69908711818438
pkt_1h_197,BTC-USD,L1,1765540029.7400663,2025-12-12T11:47:09.748832Z,8.765168166613808
pkt_1h_198,BTC-USD,L1,1765540030.7400663,2025-12-12T11:47:10.750161Z,10.09464604295379
pkt_1h_199,BTC-USD,L1,1765540031.7400663,2025-12-12T11:47:11.755150Z,15.08322494020101
pkt_1h_200,BTC-USD,L1,1765540032.7400663,2025-12-12T11:47:12.754189Z,14.1230872456061
pkt_1h_201,BTC-USD,L1,1765540033.7400663,2025-12-12T11:47:13.751834Z,11.767343685960633
pkt_1h_202,BTC-USD,L1,1765540034.7400663,2025-12-12T11:47:14.761886Z,21.81955463111133
pkt_1h_203,BTC-USD,L1,1765540035.7400663,2025-12-12T11:47:15.750444Z,10.378167028723913
pkt_1h_204,BTC-USD,L1,1765540036.7400663,2025-12-12T11:47:16.754174Z,14.108160966153589
pkt_1h_205,BTC-USD,L1,1765540037.7400663,2025-12-12T11:47:17.754399Z,14.332624410171835
pkt_1h_206,BTC-USD,L1,1765540038.7400663,2025-12-12T11:47:18.751971Z,11.904554441734383
pkt_1h_207,BTC-USD,L1,1765540039.7400663,2025-12-12T11:47:19.751323Z,11.25687507504724
pkt_1h_208,BTC-USD,L1,1765540040.7400663,2025-12-12T11:47:20.758296Z,18.229519984733663
pkt_1h_209,BTC-USD,L1,1765540041.7400663,2025-12-12T11:47:21.756975Z,16.908750318887748
pkt_1h_210,BTC-USD,L1,1765540042.7400663,2025-12-12T11:47:22.756995Z,16.928874540867596
pkt_1h_211,BTC-USD,L1,1765540043.7400663,2025-12-12T11:47:23.757446Z,17.379858605884635
pkt_1h_212,BTC-USD,L1,1765540044.7400663,2025-12-12T11:47:24.741066Z,1.0
pkt_1h_213,BTC-USD,L1,1765540045.7400663,2025-12-12T11:47:25.761193Z,21.12621741903248
pkt_1h_214,BTC-USD,L1,1765540046.7400663,2025-12-12T11:47:26.748955Z,8.889127033856287
pkt_1h_215,BTC-USD,L1,1765540047.7400663,2025-12-12T11:47:27.758180Z,18.113360561184237
pkt_1h_216,BTC-USD,L1,1765540048.7400663,2025-12-12T11:47:28.751149Z,11.082645498185116
pkt_1h_217,BTC-USD,L1,1765540049.7400663,2025-12-12T11:47:29.749172Z,9.105961812828088
pkt_1h_218,BTC-USD,L1,1765540050.7400663,2025-12-12T11:47:30.747429Z,7.362652961842532
pkt_1h_219,BTC-USD,L1,1765540051.7400663,2025-12-12T11:47:31.753446Z,13.379608916220414
pkt_1h_220,BTC-USD,L1,1765540052.7400663,2025-12-12T11:47:32.751576Z,11.510078478971355
pkt_1h_221,BTC-USD,L1,1765540053.7400663,2025-12-12T11:47:33.759779Z,19.712973859756865
pkt_1h_222,BTC-USD,L1,1765540054.7400663,2025-12-12T11:47:34.759188Z,19.121525793018755
pkt_1h_223,BTC-USD,L1,1765540055.7400663,2025-12-12T11:47:35.749654Z,9.587922209690433
pkt_1h_224,BTC-USD,L1,1765540056.7400663,2025-12-12T11:47:36.753647Z,13.580244466113253
pkt_1h_225,BTC-USD,L1,1765540057.7400663,2025-12-12T11:47:37.753357Z,13.291194161332992
pkt_1h_226,BTC-USD,L1,1765540058.7400663,2025-12-12T11:47:38.758924Z,18.857762626548084
pkt_1h_227,BTC-USD,L1,1765540059.7400663,2025-12-12T11:47:39.745235Z,5.168992748491004
pkt_1h_228,BTC-USD,L1,1765540060.7400663,2025-12-12T11:47:40.747375Z,7.308557611350764
pkt_1h_229,BTC-USD,L1,1765540061.7400663,2025-12-12T11:47:41.745933Z,5.86709745309028
pkt_1h_230,BTC-USD,L1,1765540062.7400663,2025-12-12T11:47:42.757670Z,17.603941274087845
pkt_1h_231,BTC-USD,L1,1765540063.7400663,2025-12-12T11:47:43.752995Z,12.929227339001196
pkt_1h_232,BTC-USD,L1,1765540064.7400663,2025-12-12T11:47:44.750676Z,10.610043903533448
pkt_1h_233,BTC-USD,L1,1765540065.7400663,2025-12-12T11:47:45.760147Z,20.08036007263766
pkt_1h_234,BTC-USD,L1,1765540066.7400663,2025-12-12T11:47:46.756438Z,16.37198233565242
pkt_1h_235,BTC-USD,L1,1765540067.7400663,2025-12-12T11:47:47.759945Z,19.8787746204008
pkt_1h_236,BTC-USD,L1,1765540068.7400663,2025-12-12T11:47:48.751489Z,11.422351194507785
pkt_1h_237,BTC-USD,L1,1765540069.7400663,2025-12-12T11:47:49.757903Z,17.836530601454925
pkt_1h_238,BTC-USD,L1,1765540070.7400663,2025-12-12T11:47:50.758598Z,18.531911262914573
pkt_1h_239,BTC-USD,L1,1765540071.7400663,2025-12-12T11:47:51.747993Z,7.926888451310832
pkt_1h_240,BTC-USD,L1,1765540072.7400663,2025-12-12T11:47:52.755893Z,15.826681236082363
pkt_1h_241,BTC-USD,L1,1765540073.7400663,2025-12-12T11:47:53.755180Z,15.11356050730632
pkt_1h_242,BTC-USD,L1,1765540074.7400663,2025-12-12T11:47:54.753545Z,13.478393743563773
pkt_1h_243,BTC-USD,L1,1765540075.7400663,2025-12-12T11:47:55.761535Z,21.468966794593868
pkt_1h_244,BTC-USD,L1,1765540076.7400663,2025-12-12T11:47:56.750785Z,10.71876971975696
pkt_1h_245,BTC-USD,L1,1765540077.7400663,2025-12-12T11:47:57.749781Z,9.71468004032716
pkt_1h_246,BTC-USD,L1,1765540078.7400663,2025-12-12T11:47:58.754197Z,14.13081375452968
pkt_1h_247,BTC-USD,L1,1765540079.7400663,2025-12-12T11:47:59.755089Z,15.023079224275538
pkt_1h_248,BTC-USD,L1,1765540080.7400663,2025-12-12T11:48:00.754319Z,14.25308624713186
pkt_1h_249,BTC-USD,L1,1765540081.7400663,2025-12-12T11:48:01.757370Z,17.30339875397671
pkt_1h_250,BTC-USD,L1,1765540082.7400663,2025-12-12T11:48:02.759838Z,19.772129790424653
pkt_1h_251,BTC-USD,L1,1765540083.7400663,2025-12-12T11:48:03.758797Z,18.730606927193442
pkt_1h_252,BTC-USD,L1,1765540084.7400663,2025-12-12T11:48:04.752860Z,12.793963577276772
pkt_1h_253,BTC-USD,L1,1765540085.7400663,2025-12-12T11:48:05.748406Z,8.339788395421195
pkt_1h_254,BTC-USD,L1,1765540086.7400663,2025-12-12T11:48:06.744310Z,4.243364625635957
pkt_1h_255,BTC-USD,L1,1765540087.7400663,2025-12-12T11:48:07.761030Z,20.963903601366578
pkt_1h_256,BTC-USD,L1,1765540088.7400663,2025-12-12T11:48:08.764827Z,24.761229286021234
pkt_1h_257,BTC-USD,L1,1765540089.7400663,2025-12-12T11:48:09.752959Z,12.89269009715792
